location,family,subfamily,genus,species,subspecies,original entry,source,calibration,FO_LO,...11,...12,age,pal_lat
North Sea Compilation,Areoligeraceae,all,Canningia,reticulata,NA,100% S variabilis,"Costa and Davey, 1992",1 in amm_b_Simbirskites variabilis,LO,NA,NA,126.5,39.2
Australia Synthesis,Areoligeraceae,all,Circulodinium,attadalicum,NA,0% barremian,"Helby et al., 1987",0 in stage_Barremian,FO,NA,NA,126.5,-63.66
Central Danish Trough,Areoligeraceae,all,Canningia,reticulata,NA,25% s variabilis,"Heilmann-Clausen, 1987",0.25 in amm_b_Simbirskites variabilis,LO,NA,NA,127.0775,42.369
Scotian Margin,Order Gonyaulacales Family uncertain,uncertain,Dapsilidinium,pseudocolligerum,NA,75% between 100% NN5 and 100% NN7,"Fensome et al., 2008",0.75 between 1 nan_n_NN5 1 nan_n_NN7,LO,NA,NA,11.5826,39.98348
North Sea Compilation,Order Gonyaulacales Family uncertain,uncertain,Gramocysta,vesicula,NA,33% NN7,"Powell, 1992",0.33 in nan_n_NN7,FO,NA,NA,11.5533,49.673807
Scotian Margin,Gonyaulacaceae,Cribroperidinioideae,Apteodinium,granulatum,NA,30% in valanginian,"Williams et al., 1993",0.3 in stage_Valanginian,FO,NA,NA,136.17,33.4128
Scotian Margin,Gonyaulacaceae,Cribroperidinioideae,Cribroperidinium,edwardsii,NA,30% in valanginian,"Williams et al., 1993",0.3 in stage_Valanginian,FO,NA,NA,136.17,33.4128
Borneo,Gonyaulacaceae,Gonyaulacoideae,Cannosphaeropsis,utinensis,NA,100% in Piacenzian,"Besems, 1993",1 in stage_Piacenzian,LO,NA,NA,2.58,5.2708
Jylland,Order Gonyaulacales Family uncertain,uncertain,Amiculosphaera,umbracula,NA,50% NN7,"Dybkjaer and Piasecki, 2010",0.5 in nan_n_NN7,FO,NA,NA,11.385,53.13685
Duneau,Peridiniaceae,other,Leberidocysta,defloccata,NA,50% ingeslinianum,"Tocher and Jarvis, 1995",0.25 in amm_t_Metoicoceras geslinianum,LO,NA,NA,94.465,40.3465
Scotian Margin,Gonyaulacaceae,Leptodinioideae,Endoscrinium,luridum,NA,0% in bathonian,"Williams et al., 1993",0 in stage_Bathonian,FO,NA,NA,168.17,25.4124
nw Pacific,Gonyaulacaceae,Gonyaulacoideae,Bitectatodinium,tepikiense,NA,0% in gelasian,"Bujak and Matsuoka, 1986",0 in stage_Gelasian,FO,NA,NA,2.58,47.5256
Duneau,Gonyaulacaceae,other,Scriniodinium,campanula,NA,50% in geslinianum,"Tocher and Jarvis, 1995",0.25 in amm_t_Metoicoceras geslinianum,LO,NA,NA,94.465,40.3465
Duneau,Gonyaulacaceae,other,Sepispinula,ambigua,NA,0% in mantelli,"Tocher and Jarvis, 1995",0 in amm_t_Mantelliceras mantelli,FO,NA,NA,100.25,40.9
nw Pacific,Gonyaulacaceae,Gonyaulacoideae,Impagidinium,pallidum,NA,0% in gelasian,"Bujak and Matsuoka, 1986",0 in stage_Gelasian,LO,NA,NA,2.58,47.5256
nw Pacific,Gonyaulacaceae,Gonyaulacoideae,Impagidinium,velorum,NA,0% in gelasian,"Bujak and Matsuoka, 1986",0 in stage_Gelasian,LO,NA,NA,2.58,47.5256
400,Gonyaulacaceae,Gonyaulacoideae,Spiniferites,pseudofurcatus,NA,100% NN16,"Harland, 1979",1 in nan_n_NN16,LO,NA,NA,2.53,46.641
T20-87,Gonyaulacaceae,Gonyaulacoideae,Ataxiodinium,confusum,NA,100% in NN16,"Versteegh and Zevenboom, 1995",1 in nan_n_NN16,LO,NA,NA,2.53,35.506
Nordvik Peninsula,Gonyaulacaceae,Cribroperidinioideae,Apteodinium,maculatum,NA,100% tolli,"Nikitenko et al., 2008",0.45 in amm_s_Unzoned,LO,NA,NA,136.222,70.5445
Nordvik Peninsula,Gonyaulacaceae,Cribroperidinioideae,Apteodinium,vescum,NA,67% tolli,"Nikitenko et al., 2008",0.4 in amm_s_Unzoned,FO,NA,NA,136.374,70.5065
Australia Synthesis,Gonyaulacaceae,Cribroperidinioideae,Cribroperidinium,edwardsii,NA,25% Valanginian,"Helby et al., 1987",0.25 in stage_Valanginian,FO,NA,NA,136.425,-65.785
Central Danish Trough,Gonyaulacaceae,Cribroperidinioideae,Cribroperidinium,sepimentum,NA,0% paratollia,"Heilmann-Clausen, 1987",0 in amm_b_Paratollia/Platylenticeras,FO,NA,NA,136.59,39.4207
Tarfaya,Peridiniaceae,other,Bosedinia,alveolata,NA,0.2 sigali,"Prauss, 2015",0.2 in plfor_A_Helvetoglobotruncana helvetica,FO,NA,NA,92.76616,19.314924
Australia Synthesis,Areoligeraceae,all,Canningia,reticulata,NA,90% Hauterivian,"Helby et al., 1987",0.9 in stage_Hauterivian,LO,NA,NA,127.11,-63.8064
Q13_14,Areoligeraceae,all,Canningia,duxburyi,NA,0% s variabilis,"Duxbury, 2001",0 in amm_b_Simbirskites variabilis,LO,NA,NA,127.27,44.5193
Marche,Order Gonyaulacales Family uncertain,uncertain,Cerebrocysta,perforocresta,NA,0% in C5n,"Zevenboom, 1995",0 in mag_C5n,FO,NA,NA,11.056,40.37977371
Rio Argos,Areoligeraceae,all,Canningia,pistica,NA,10% ligatus,"Leereveld, 1997a",0.1 in amm_t_Pleisiospitidiscus ligatus,LO,NA,NA,128.737,24.70910318
Rio Argos,Gonyaulacaceae,Cribroperidinioideae,Cribroperidinium,asarotum,NA,100% pertransiens,"Leereveld, 1997b",1 in amm_t_Thurmanniceras pertransiens,FO,NA,NA,136.72,23.55449439
638B,Areoligeraceae,all,Tenua,hystrix,NA,75% CC4b,"Masure, 1988",0.75 in nan_n_CC4b,LO,NA,NA,128.7624697,33.12275546
Papendorf,Order Gonyaulacales Family uncertain,uncertain,Labyrinthodinium,truncatum,reductum,100% NN7,"Strauss and Lund, 1992",1 in nan_n_NN7,LO,NA,NA,10.89,50.922
North Sea Compilation,Order Gonyaulacales Family uncertain,uncertain,Amiculosphaera,umbracula,NA,100% in NN8,"Powell, 1992",1 in nan_n_NN8,FO,NA,NA,10.57,49.8803
Shukheir-1,Goniodomaceae,all,Polysphaeridium,zoharyi,ktana,25% NN4,"Soliman et al., 2012",0.25 in nan_n_NN4,FO,NA,NA,17.17,24.1943
400,Order Gonyaulacales Family uncertain,uncertain,Amiculosphaera,umbracula,NA,100% NN8,"Harland, 1979",1 in nan_n_NN8,FO,NA,NA,10.57,44.2575
1168,Order Gonyaulacales Family uncertain,uncertain,Labyrinthodinium,truncatum,NA,19X-CC,"Brinkhuis et al., 2003a",0.5 in mag_C5n.2n,FO,NA,NA,10.52,-45.5768
907,Order Gonyaulacales Family uncertain,uncertain,Cleistosphaeridium,placacanthum,NA,50% C5n.2n,"Schreck et al., 2012",0.5 in mag_C5n.2n,LO,NA,NA,10.52,65.9856
Australia Synthesis,Ceratiaceae,all,Pseudoceratium,iehiense,NA,20% berriassian,"Helby et al., 1987",0.2 in stage_Berriassian,LO,NA,NA,142.02,-64.9648
Tarfaya,Peridiniaceae,other,Bosedinia,spinosa,NA,0.67 sigali,"Prauss, 2015",0.67 in plfor_A_Helvetoglobotruncana helvetica,FO,NA,NA,90.994636,19.0491954
907,Order Gonyaulacales Family uncertain,uncertain,Minisphaeridium,latirictum,NA,50% C5n,"Schreck et al., 2012",0.5 in mag_C5n,LO,NA,NA,10.421,66.00738
907,Order Gonyaulacales Family uncertain,uncertain,Cerebrocysta,irregularis,NA,60% C5n.2n,"Schreck et al., 2012",0.6 in mag_C5n.2n,LO,NA,NA,10.4128,66.009184
North Sea Compilation,Order Gonyaulacales Family uncertain,uncertain,Gramocysta,verricula,NA,50% in N15,"Powell, 1992",0.5 in plfor_A_N15,LO,NA,NA,10.215,49.95485
1039,Order Gonyaulacales Family uncertain,uncertain,Batiacasphaera,sphaerica,NA,33% in tortonian,"Zegarra and Helenes, 2011",0.33 in stage_Tortonian,LO,NA,NA,10.198,2.0416
Chesapeak Bay,Order Gonyaulacales Family uncertain,uncertain,Cerebrocysta,poulsenii,NA,67% NN9a,"De Verteuil and Norris, 1996",0.4 in nan_n_NN9,LO,NA,NA,10.186,36.27396
Australia Synthesis,Gonyaulacaceae,Cribroperidinioideae,Cribroperidinium,perforans,NA,100% berriassian,"Helby et al., 1987",1 in stage_Berriassian,LO,NA,NA,137.7,-66.04
Volga Basin,Gonyaulacaceae,Cribroperidinioideae,Apteodinium,spongiosum,NA,0% s. spasskensis,"Harding et al., 2011",0.8 in amm_r_Riasanites rjasanensis,FO,NA,NA,138.956,40.6132
Paksa,Gonyaulacaceae,Cribroperidinioideae,Cribroperidinium,sarjeantii,NA,100% sibiricus,"Shulgina et al., 1994",1 in amm_s_Chetaites sibericus/Praetollia maynci,LO,NA,NA,139.92,69.621
Paksa,Gonyaulacaceae,Cribroperidinioideae,Cribroperidinium,globatum,NA,0% kochi,"Shulgina et al., 1994",0 in amm_s_Hectoroceras kochi,LO,NA,NA,139.92,69.621
907,Order Gonyaulacales Family uncertain,uncertain,Batiacasphaera,bergenensis,NA,90% in C5n.2n,"Schreck and Matthiessen, 2014",0.9 in mag_C5n.2n,LO,NA,NA,10.0912,66.079936
Scotian Margin,Goniodomaceae,all,Homotryblium,plectilum,NA,80% in burdigalian,"Williams et al., 1993",0.8 in stage_Burdigalian,LO,NA,NA,16.882,38.9236
1039,Order Gonyaulacales Family uncertain,uncertain,Batiacasphaera,edwardsiae,NA,40% in tortonian,"Zegarra and Helenes, 2011",0.4 in stage_Tortonian,LO,NA,NA,9.89,2.28184
Scotian Margin,Gonyaulacaceae,Leptodinioideae,Rhynchodiniopsis,regalis,NA,0% in bathonian,"Williams et al., 1993",0 in stage_Bathonian,FO,NA,NA,168.17,25.4124
Tarfaya,Peridiniaceae,other,Bosedinia,tarfayensis,NA,0.75 sigali,"Prauss, 2015",0.75 in plfor_A_Helvetoglobotruncana helvetica,FO,NA,NA,90.6931,19.003965
Tarfaya,Peridiniaceae,other,Bosedinia,tarfayensis,NA,0.8 sigali,"Prauss, 2015",0.8 in plfor_A_Helvetoglobotruncana helvetica,LO,NA,NA,90.50464,18.975696
Europe compilation,Gonyaulacaceae,Leptodinioideae,Wanaea,cornucavata,NA,0% in zigzag,"Riding and Helby, 2001b",0 in amm_t_Zigzagiceras zigzag,FO,NA,NA,168.17,40.1562
Czestochowa,Gonyaulacaceae,Leptodinioideae,Ctenidodinium,cornigera,NA,85% in parkinsoni,"Poulsen, 1998",0.85 in amm_t_Parkinsonia parkinsoni,FO,NA,NA,168.2525,37.037375
603,Cladopyxiaceae,all,Druggidium,deflandrei,NA,25% M15n,"Habib and Drugg, 1987",0.25 in mag_M15n,FO,NA,NA,137.931691,29.5068309
U1313,Gonyaulacaceae,Gonyaulacoideae,Achomosphaera,andalousiensis,NA,2529,"Hennissen et al., 2017",0.145 in mag_C2r.2r,FO,NA,NA,2.529025,39.094195
Czestochowa,Gonyaulacaceae,Leptodinioideae,Meiourogonyaulax,valensii,NA,80% in parksoni,"Poulsen, 1998",0.8 in amm_t_Parkinsonia parkinsoni,LO,NA,NA,168.28,37.036
748,Peridiniaceae,other,Maduradinium,pentagonum,NA,25% in A.p. expansa,"Mohr and Mao, 1997",0.25 in nan_e_Broinsonia parca expansa,FO,NA,NA,87.689005,-57.21554975
Tarfaya,Peridiniaceae,other,Bosedinia,spinosa,NA,50% concavata,"Prauss, 2015",0.5 in plfor_A_Dicarinella concavata,LO,NA,NA,87.6754,18.621048
748,Peridiniaceae,other,Leberidocysta,chlamydata,NA,50% in A. p. expansa,"Mohr and Mao, 1997",0.5 in nan_e_Broinsonia parca expansa,FO,NA,NA,85.88801,-57.3055995
Scotian Margin,Peridiniaceae,other,Leberidocysta,chlamydata,NA,90% in campanian,"Williams et al., 1993",0.9 in stage_Campanian,LO,NA,NA,73.318,36.33318
748,Peridiniaceae,other,Maduradinium,pentagonum,NA,85% in CC23,"Mao and Mohr, 1992",0.85 in nan_n_CC23,LO,NA,NA,72.7880065,-61.13387681
Rio Argos,Peridiniaceae,Palaeoperidinioideae,Subtilisphaera,terrula,NA,75% vandenheckii,"Leereveld, 1997a",0.75 in amm_t_Toxancyloceras vandenheckii,LO,NA,NA,123.3425,26.05892508
Rodmell,Gonyaulacaceae,other,Pervosphaeridium,truncatum,NA,55% in rhotomagense,"Tocher and Jarvis, 1996",0.55 in amm_b_Acanthoceras rhotomagense,LO,NA,NA,95.8545,42.16836
Rodmell,Gonyaulacaceae,other,Pervosphaeridium,cenomaniense,NA,80% in dispar,"Tocher and Jarvis, 1996",0.9 in amm_b_Arrhaphoceras briacensis,LO,NA,NA,100.316,42.49368
Rodmell,Gonyaulacaceae,other,Pervosphaeridium,pseudohystrichodinium,NA,20% in mantelli,"Tocher and Jarvis, 1996",0.2 in amm_b_Mantelliceras mantelli,LO,NA,NA,99.874,42.48992
Rodmell,misc,misc,Prolixosphaeridium,conulum,NA,80% in dispar,"Tocher and Jarvis, 1996",0.8 in amm_b_Arrhaphoceras briacensis,FO,NA,NA,100.382,42.49236
Rodmell,Gonyaulacaceae,other,Protoellipsodinium,spinocristatum,NA,5% in mantelli,"Tocher and Jarvis, 1996",0.05 in amm_b_Mantelliceras mantelli,LO,NA,NA,100.156,42.49688
Angles,Ceratiaceae,all,Muderongia,longicorna,NA,20% in Berriasian,"Monteil, 1993",0.2 in stage_Berriassian,FO,NA,NA,142.02,26.6848
Broyon,Ceratiaceae,all,Phoberocysta,tabulata,NA,20% in grandis,"Monteil, 1993",0.72 in amm_t_Berriasella jacobi,FO,NA,NA,142.0408,27.489792
610,Gonyaulacaceae,Gonyaulacoideae,Nematosphaeropsis,lativittatus,NA,50% NN17,"De Schepper and Head, 2009",0.5 in nan_n_NN17,LO,NA,NA,2.46,52.2045
400,Gonyaulacaceae,Gonyaulacoideae,Spiniferites,pachydermus,NA,50% NN17,"Harland, 1979",0.5 in nan_n_NN17,FO,NA,NA,2.46,46.662
Rodmell,misc,misc,Rhombodella,paucispina,NA,50% in fallax,"Tocher and Jarvis, 1996",0.5 in amm_b_Pervenquieria fallax,LO,NA,NA,102.425,42.4515
Singa,Gonyaulacaceae,Gonyaulacoideae,Spiniferites,bulloideus,NA,50% in NN17,"Versteegh, 1997",0.5 in nan_n_NN17,FO,NA,NA,2.46,38.081
Rodmell,Gonyaulacaceae,other,Stephodinium,coronatum,NA,0% mantelli,"Tocher and Jarvis, 1996",0 in amm_b_Mantelliceras mantelli,LO,NA,NA,100.25,42.495
646,Order Gonyaulacales Family uncertain,uncertain,Dapsilidinium,pastielsii,NA,40% NN10,"Head et al., 1989",0.4 in nan_n_NN10,FO,NA,NA,9.082,55.295596
646,Order Gonyaulacales Family uncertain,uncertain,Dapsilidinium,pastielsii,NA,50% NN10,"Head et al., 1989",0.5 in nan_n_NN10,LO,NA,NA,8.95,55.3381
646,Order Gonyaulacales Family uncertain,uncertain,Labyrinthodinium,truncatum,NA,50% NN10,"Head et al., 1989",0.5 in nan_n_NN10,FO,NA,NA,8.95,55.3381
Rodmell,Gonyaulacaceae,other,Trichodinium,castanea,NA,20% in mantelli,"Tocher and Jarvis, 1996",0.2 in amm_b_Mantelliceras mantelli,LO,NA,NA,99.874,42.48992
Singa,Gonyaulacaceae,Gonyaulacoideae,Spiniferites,pseudofurcatus,granulosus,80% in NN17,"Versteegh, 1997",0.8 in nan_n_NN17,FO,NA,NA,2.418,38.0873
Nordvik Peninsula,Gonyaulacaceae,Cribroperidinioideae,Apteodinium,maculatum,NA,80% sibiricus,"Nikitenko et al., 2008",0.8 in amm_s_Chetaites sibericus/Praetollia maynci,FO,NA,NA,140.292,69.85696
synthesis N Germany,Gonyaulacaceae,Gonyaulacoideae,Impagidinium,multiplex,NA,75% NN16/18,"Köthe, 2012",0.75 between 0 nan_n_NN16 1 nan_n_NN18,FO,NA,NA,2.4025,52.499375
Rio Argos,Areoligeraceae,all,Canningia,pistica,NA,50% sayni,"Leereveld, 1997a",0.5 in amm_t_Subsaynella sayni,FO,NA,NA,129.38,24.54821052
638B,Areoligeraceae,all,Circulodinium,colliveri,NA,50% CC4b,"Masure, 1988",0.5 in nan_n_CC4b,FO,NA,NA,129.5352603,32.98365314
646,Order Gonyaulacales Family uncertain,uncertain,Labyrinthodinium,truncatum,NA,60% NN10,"Head et al., 1989",0.6 in nan_n_NN10,LO,NA,NA,8.818,55.380604
North Sea Compilation,Areoligeraceae,all,Canningia,reticulata,NA,80% inversum,"Costa and Davey, 1992",0.8 in amm_b_Speetoniceras inversum,FO,NA,NA,130.134,37.76516
Australia Synthesis,Gonyaulacaceae,Cribroperidinioideae,Apteodinium,granulatum,NA,50% Berriassian,"Helby et al., 1987",0.5 in stage_Berriassian,FO,NA,NA,140.4,-66.196
Scotian Margin,Goniodomaceae,all,Homotryblium,vallum,NA,80% in burdigalian,"Williams et al., 1993",0.8 in stage_Burdigalian,LO,NA,NA,16.882,38.9236
907,Order Gonyaulacales Family uncertain,uncertain,Labyrinthodinium,truncatum,truncatum,95% in NN10,"Schreck and Matthiessen, 2014",0.95 in nan_n_NN10,LO,NA,NA,8.356,66.36715
907,Order Gonyaulacales Family uncertain,uncertain,Batiacasphaera,hirsuta,NA,50% between 100% C5n.2n and 100% C3Ar,"Schreck et al., 2012",0.5 between 1 mag_C5n.2n 1 mag_C3Ar,LO,NA,NA,8.3555,66.36723125
Angles,Ceratiaceae,all,Phoberocysta,tabulata,NA,18% in Berriasian,"Monteil, 1993",0.18 in stage_Berriassian,FO,NA,NA,142.128,26.71072
Dan Field,Peridiniaceae,other,Leberidocysta,flagellichnia,NA,0% in maastrichtian,"Schiøler, 1993",0 in stage_Maastrichtian,FO,NA,NA,72.17,44.94466667
907,Order Gonyaulacales Family uncertain,uncertain,Dapsilidinium,pseudocolligerum,NA,Between top C5n.2n and top C3Ar,"Schreck et al., 2012",0.5 between 1 mag_C5n.2n 1 mag_C3Ar,LO,NA,NA,8.3555,66.36723125
907,Order Gonyaulacales Family uncertain,uncertain,Labyrinthodinium,truncatum,NA,50% between 100% C5n.2n and 100% C3Ar,"Schreck et al., 2012",0.5 between 1 mag_C5n.2n 1 mag_C3Ar,LO,NA,NA,8.3555,66.36723125
North Sea Compilation,Gonyaulacaceae,Cribroperidinioideae,Cribroperidinium,globatum,NA,100% lamplughi,"Riding and Thomas, 1992",1 in amm_b_Subcraspedites lamplughi,LO,NA,NA,141.75,35.55
534,Gonyaulacaceae,Cribroperidinioideae,Cribroperidinium,nuciforme,NA,25% M19n,"Habib and Drugg, 1983",0.25 in mag_M19n,LO,NA,NA,143.4639977,21.06408124
Volga Basin,Gonyaulacaceae,Cribroperidinioideae,Cribroperidinium,nuciforme,NA,0% C. subditus,"Harding et al., 2011",0 in amm_r_Craspedites subditus,LO,NA,NA,143.9,43.03
607,Gonyaulacaceae,Gonyaulacoideae,Impagidinium,aliferum,NA,0% in NN18,"Mudie, 1987",0 in nan_n_NN18,LO,NA,NA,2.39,39.122
607,Gonyaulacaceae,Gonyaulacoideae,Spiniferites,splendidus,NA,0% in NN18,"Mudie, 1987",0 in nan_n_NN18,LO,NA,NA,2.39,39.122
Shukheir-1,Goniodomaceae,all,Dinopterygium,cladoides,NA,75% NN4,"Soliman et al., 2012",0.75 in nan_n_NN4,LO,NA,NA,15.63,24.5177
Jylland,Gonyaulacaceae,Gonyaulacoideae,Impagidinium,multiplex,NA,100% NN17,"Dybkjaer and Piasecki, 2008",1 in nan_n_NN17,FO,NA,NA,2.39,55.3786
Cordebugle,Gonyaulacaceae,other,Kiokansium,unituberculatum,NA,20% mantelli,"Tocher and Jarvis, 1996",0.2 in amm_b_Mantelliceras mantelli,FO,NA,NA,99.874,40.78992
Cordebugle,Gonyaulacaceae,other,Kiokansium,unituberculatum,NA,50% in mantelli,"Tocher and Jarvis, 1996",0.5 in amm_b_Mantelliceras mantelli,LO,NA,NA,99.31,40.7448
Calvados,Gonyaulacaceae,Leptodinioideae,Willeidinium,baiocassinum,NA,75% parkinsoni,"Feist-Burkhardt and Monteil, 1997",0.75 in amm_b_Parkinsonia parkinsoni,FO,NA,NA,168.3075,31.153875
Calvados,Gonyaulacaceae,Leptodinioideae,Meiourogonyaulax,valensii,NA,67% parkinsoni,"Feist-Burkhardt and Monteil, 1997",0.67 in amm_b_Parkinsonia parkinsoni,LO,NA,NA,168.3515,31.147275
748,Peridiniaceae,other,Leberidocysta,chlamydata,NA,50% in CC24,"Mao and Mohr, 1992",0.5 in nan_n_CC24,LO,NA,NA,71.195,-61.91445
Omsk No. 8,Peridiniaceae,other,Leberidocysta,microverrucosa,NA,33% C31r,"Lebedeva et al., 2013",0.33 in mag_C31r,FO,NA,NA,70.7316,51.014632
North Sea Compilation,Peridiniaceae,other,Leberidocysta,chlamydata,NA,75% Maastrichtian,"Costa and Davey, 1992",0.75 in stage_Maastrichtian,LO,NA,NA,67.5725,41.85725
Dan Field,Peridiniaceae,other,Leberidocysta,flagellichnia,NA,50% in Danian,"Schiøler, 1993",0.5 in stage_Danian,LO,NA,NA,63.85,44.27285714
Calvados,Gonyaulacaceae,Leptodinioideae,Endoscrinium,asymmetricum,NA,50% parkinsoni,"Feist-Burkhardt and Monteil, 1997",0.5 in amm_b_Parkinsonia parkinsoni,LO,NA,NA,168.445,31.13325
nw Australia compilation,Cladopyxiaceae,all,Microdinium,jurassicum,NA,33% oxfordian,"Riding and Helby, 2001d",0.33 in stage_Oxfordian,LO,NA,NA,159.3025,-38.523125
Vega,Cladopyxiaceae,all,Korystocysta,pachyderma,NA,10% in athleta,"Århus et al., 1989",0.1 in amm_b_Peltoceras athleta,FO,NA,NA,162.864,49.3704
Berrias,Ceratiaceae,all,Muderongia,longicorna,NA,0% in grandis,"Monteil, 1993",0.67 in amm_t_Berriasella jacobi,FO,NA,NA,142.1588,27.218112
Czestochowa,Gonyaulacaceae,Leptodinioideae,Meiourogonyaulax,caytonensis,NA,40% in parkinsoni,"Poulsen, 1998",0.4 in amm_t_Parkinsonia parkinsoni,FO,NA,NA,168.5,37.025
1172,Peridiniaceae,other,Octodinium,askiniae,NA,50% C23r,"Bijl et al., 2013",0.5 in mag_C23r,FO,NA,NA,52.132,-57.76904
1168,Peridiniaceae,other,Octodinium,askiniae,NA,86X-5,"Brinkhuis et al., 2003a",0.5 in mag_C16n.1r,LO,NA,NA,35.746,-55.78797143
1168,Peridiniaceae,other,Pentapharsodinium,dalei,NA,6H-CC,"Brinkhuis et al., 2003a",0.5 in mag_C3n.1r,FO,NA,NA,4.3965,-42.93446
646,Peridiniaceae,other,Peridinium,faeroense,NA,45% in NN19,"De Vernal et al., 1992",0.45 in nan_n_NN19,FO,NA,NA,1.255,57.81589
644,Peridiniaceae,other,Peridinium,faeroense,NA,33% in Matuyama,"De Vernal et al., 1992",0.33 in mag_Matuyama,FO,NA,NA,0.91839,67
638B,Peridiniaceae,Palaeoperidinioideae,Subtilisphaera,terrula,NA,50% CC6,"Masure, 1988",0.5 in nan_n_CC6,FO,NA,NA,123.4712029,34.07518348
Q13_14,Peridiniaceae,Palaeoperidinioideae,Palaeoperidinium,cretaceum,NA,100% elegans,"Duxbury, 2001",1 in amm_b_Paracrioceras elegans,FO,NA,NA,124.4,45.696
Cordebugle,Gonyaulacaceae,other,Pervosphaeridium,pseudohystrichodinium,NA,40% in mantelli,"Tocher and Jarvis, 1996",0.4 in amm_b_Mantelliceras mantelli,FO,NA,NA,99.498,40.75984
Cordebugle,Gonyaulacaceae,other,Pervosphaeridium,pseudohystrichodinium,NA,55% in mantelli,"Tocher and Jarvis, 1996",0.55 in amm_b_Mantelliceras mantelli,LO,NA,NA,99.216,40.73728
Cordebugle,Gonyaulacaceae,other,Pervosphaeridium,truncatum,NA,55% in mantelli,"Tocher and Jarvis, 1996",0.55 in amm_b_Mantelliceras mantelli,LO,NA,NA,99.216,40.73728
Cordebugle,misc,misc,Prolixosphaeridium,conulum,NA,0% in mantelli,"Tocher and Jarvis, 1996",0 in amm_b_Mantelliceras mantelli,FO,NA,NA,100.25,40.7925
Cordebugle,misc,misc,Prolixosphaeridium,conulum,NA,45% in mantelli,"Tocher and Jarvis, 1996",0.45 in amm_b_Mantelliceras mantelli,LO,NA,NA,99.404,40.75232
Cordebugle,Gonyaulacaceae,other,Protoellipsodinium,spinocristatum,NA,5% in mantelli,"Tocher and Jarvis, 1996",0.05 in amm_b_Mantelliceras mantelli,LO,NA,NA,100.156,40.79532
Berrias,Ceratiaceae,all,Phoberocysta,tabulata,NA,0% in grandis,"Monteil, 1993",0.67 in amm_t_Berriasella jacobi,FO,NA,NA,142.1588,27.218112
Singa,Gonyaulacaceae,Gonyaulacoideae,Impagidinium,solidum,NA,100% in NN17,"Versteegh and Zevenboom, 1995",1 in nan_n_NN17,LO,NA,NA,2.39,38.0915
Cordebugle,Gonyaulacaceae,other,Scriniodinium,campanula,NA,0% in mantelli,"Tocher and Jarvis, 1996",0 in amm_b_Mantelliceras mantelli,FO,NA,NA,100.25,40.7925
Cordebugle,Gonyaulacaceae,other,Scriniodinium,campanula,NA,60% in mantelli,"Tocher and Jarvis, 1996",0.6 in amm_b_Mantelliceras mantelli,LO,NA,NA,99.122,40.72976
1039,Gonyaulacaceae,Gonyaulacoideae,Pentadinium,laticinctum,NA,25% in gelasian,"Zegarra and Helenes, 2011",0.25 in stage_Gelasian,LO,NA,NA,2.3875,7.8637
610,Gonyaulacaceae,Gonyaulacoideae,Ataxiodinium,confusum,NA,5% NN18,"De Schepper and Head, 2009",0.05 in nan_n_NN18,LO,NA,NA,2.367,52.244025
Calvados,Gonyaulacaceae,Leptodinioideae,Ctenidodinium,cornigera,NA,35% parkinsoni,"Feist-Burkhardt and Monteil, 1997",0.35 in amm_b_Parkinsonia parkinsoni,FO,NA,NA,168.5275,31.120875
Scotian Margin,Order Gonyaulacales Family uncertain,uncertain,Labyrinthodinium,truncatum,NA,0% NN11,"Fensome et al., 2008",0 in nan_n_NN11,LO,NA,NA,8.29,40.9327
Scotian Margin,Order Gonyaulacales Family uncertain,uncertain,Mendicodinium,robustum,NA,100% NN10,"Fensome et al., 2008",1 in nan_n_NN10,LO,NA,NA,8.29,40.9327
534,Ceratiaceae,all,Phoberocysta,neocomica,NA,75% M19n,"Habib and Drugg, 1983",0.75 in mag_M19n,FO,NA,NA,142.9064821,21.35956447
Trunch borehole,Peridiniaceae,Deflandreoideae,Spinidinium,echinoideum,NA,30% in coranguinum,"Pearce et al., 2020",0.6 in amm_b_Paratexanites serratomarginatus,FO,NA,NA,86.636,43.39724
748,Peridiniaceae,Deflandreoideae,Bulbodinium,seitzii,NA,33% in A.p. expansa,"Mohr and Mao, 1997",0.33 in nan_e_Broinsonia parca expansa,FO,NA,NA,87.1126866,-57.24436567
Bohemian Basin,Peridiniaceae,Deflandreoideae,Isabelidinium,amphiatum,NA,100% UC 9c,"Olde et al., 2015",1 in nan_u_UC9c,LO,NA,NA,87.18,41.608
911,Gonyaulacaceae,Gonyaulacoideae,Nematosphaeropsis,labyrinthus,NA,40% in C2r,"Matthiessen and Brenner, 1996",0.4 in mag_C2r,FO,NA,NA,2.327,80.48
North Sea Compilation,Areoligeraceae,all,Canningia,reticulata,NA,75% inversum,"Riding and Thomas, 1992",0.75 in amm_b_Speetoniceras inversum,FO,NA,NA,130.1825,37.75255
638B,Areoligeraceae,all,Circulodinium,distinctum,NA,25% CC4b,"Masure, 1988",0.25 in nan_n_CC4b,FO,NA,NA,130.3080509,32.84455083
607,Gonyaulacaceae,Gonyaulacoideae,Achomosphaera,ramulifera,NA,33% in NN18,"De Vernal et al., 1992",0.33 in nan_n_NN18,LO,NA,NA,2.2382,39.15236
