location,Family,Subfamily,genus,species,subspecies,original entry,Source,Calibration,FO_LO,...11,...12,Age,pal_lat
1168,Order Gonyaulacales Family uncertain,uncertain,Cerebrocysta,poulsenii,NA,22X-5,"Brinkhuis et al., 2003a",1 in mag_C5An.1n,FO,NA,NA,12.049,-46.09666
1168,Order Gonyaulacales Family uncertain,uncertain,Cleistosphaeridium,placacanthum,NA,32X-4,"Brinkhuis et al., 2003a",0 in mag_C5Dn,LO,NA,NA,17.466,-47.93844
1168,Gonyaulacaceae,Leptodinioideae,Cooksonidium,capricornum,NA,50% C15n,"Brinkhuis et al., 2003a",0.5 in mag_C15n,LO,NA,NA,35.218999999999994,-55.61481428571429
1168,Gonyaulacaceae,Leptodinioideae,Cooksonidium,capricornum,NA,50% C16n.2n,"Brinkhuis et al., 2003a",0.5 in mag_C16n.2n,FO,NA,NA,36.0625,-55.89196428571429
1168,Gonyaulacaceae,Cribroperidinioideae,Cordosphaeridium,fibrospinosum,NA,57X-7,"Brinkhuis et al., 2003a",0.5 in mag_C9n,LO,NA,NA,26.9295,-52.334044999999996
1168,Gonyaulacaceae,Gonyaulacoideae,Corrudinium,harlandii,NA,3H-CC,"Brinkhuis et al., 2003a",0.6 in mag_C2An.1r,FO,NA,NA,3.0656,-42.348864
1168,Gonyaulacaceae,Gonyaulacoideae,Corrudinium,incompositum,NA,50% C10r,"Brinkhuis et al., 2003a",0.5 in mag_C10r,LO,NA,NA,28.7305,-53.252555
1168,Gonyaulacaceae,other,Dalella,chathamense,NA,64X-CC,"Brinkhuis et al., 2003a",0.95 in mag_C11r,FO,NA,NA,30.00105,-53.900345
1168,Order Gonyaulacales Family uncertain,uncertain,Dapsilidinium,pastielsii,NA,6H-CC,"Brinkhuis et al., 2003a",0.5 in mag_C3n.1r,LO,NA,NA,4.3965,-42.93446
1168,Peridiniaceae,Deflandreoideae,Deflandrea,convexa,NA,50% C16n.2n,"Brinkhuis et al., 2003a",0.5 in mag_C16n.2n,LO,NA,NA,36.0625,-55.89196428571429
1168,Peridiniaceae,Deflandreoideae,Deflandrea,phosphoritica,NA,56X-4W,"Brinkhuis et al., 2003a",0.5 in mag_C8r,LO,NA,NA,26.2035,-51.963784999999994
1168,Peridiniaceae,Deflandreoideae,Deflandrea,antarctica,NA,95X-CC,"Brinkhuis et al., 2003a",0.1 in mag_C16r,LO,NA,NA,36.5508,-56.05240571428572
1168,Gonyaulacaceae,Cribroperidinioideae,Diphyes,ficusoides,NA,82X-CC,"Brinkhuis et al., 2003a",0.2 in mag_C15n,LO,NA,NA,35.2892,-55.63788
1168,Gonyaulacaceae,Cribroperidinioideae,Diphyes,colligerum,NA,92X-2,"Brinkhuis et al., 2003a",0.5 in mag_C16r,LO,NA,NA,36.462,-56.023228571428575
1168,Order Gonyaulacales Family uncertain,uncertain,Distatodinium,biffii,NA,50% C8r,"Brinkhuis et al., 2003a",0.5 in mag_C8r,LO,NA,NA,26.2035,-51.963784999999994
1168,Order Gonyaulacales Family uncertain,uncertain,Distatodinium,biffii,NA,50% C9n,"Brinkhuis et al., 2003a",0.5 in mag_C9n,FO,NA,NA,26.9295,-52.334044999999996
1168,Gonyaulacaceae,Gonyaulacoideae,Ectosphaeropsis,burdigalensis,NA,50% C6Cr,"Brinkhuis et al., 2003a",0.5 in mag_C6Cr,LO,NA,NA,23.6715,-50.672464999999995
1168,Gonyaulacaceae,Gonyaulacoideae,Ectosphaeropsis,burdigalensis,NA,50% C8n.2n,"Brinkhuis et al., 2003a",0.5 in mag_C8n.2n,FO,NA,NA,25.6455,-51.679204999999996
1168,Gonyaulacaceae,other,Edwardsiella,sexispinosa,NA,0% C6Cn.3n,"Brinkhuis et al., 2003a",0 in mag_C6Cn.3n,LO,NA,NA,23.318,-50.49218
1168,Cladopyxiaceae,all,Enneadocysta,dictyostila,NA,50% C12n,"Brinkhuis et al., 2003a",0.5 in mag_C12n,LO,NA,NA,30.784,-54.1576
1168,Gonyaulacaceae,other,Filisphaera,filifera,NA,3H-CC,"Brinkhuis et al., 2003a",0.6 in mag_C2An.1r,LO,NA,NA,3.0656,-42.348864
1168,Gonyaulacaceae,other,Filisphaera,filifera,NA,40X-6,"Brinkhuis et al., 2003a",0.5 in mag_C6Bn.2n,FO,NA,NA,22.192,-49.917919999999995
1168,Gonyaulacaceae,other,Gelatia,inflata,NA,40X-6,"Brinkhuis et al., 2003a",0.5 in mag_C6Bn.2n,LO,NA,NA,22.192,-49.917919999999995
1168,Gonyaulacaceae,other,Habibacysta,tectata,NA,16X-CC,"Brinkhuis et al., 2003a",0.5 in mag_C4Ar.2n,FO,NA,NA,9.684000000000001,-45.26096
1168,Gonyaulacaceae,other,Habibacysta,tectata,NA,8H-4,"Brinkhuis et al., 2003a",0.5 in mag_C3n.3r,LO,NA,NA,4.9465,-43.17646
1168,Gonyaulacaceae,other,Hemiplacophora,semilunifera,NA,50% C15r,"Brinkhuis et al., 2003a",0.5 in mag_C15r,LO,NA,NA,35.458,-55.69334285714286
1168,Gonyaulacaceae,Cribroperidinioideae,Hystrichokolpoma,pusillum,NA,50% C10n.2n,"Brinkhuis et al., 2003a",0.5 in mag_C10n.2n,FO,NA,NA,28.2095,-52.986844999999995
1168,Gonyaulacaceae,Cribroperidinioideae,Hystrichokolpoma,rigaudiae,NA,50% C6r,"Brinkhuis et al., 2003a",0.5 in mag_C6r,LO,NA,NA,19.756999999999998,-48.71738
1168,Gonyaulacaceae,Cribroperidinioideae,Hystrichokolpoma,pusillum,NA,50% C9r,"Brinkhuis et al., 2003a",0.5 in mag_C9r,LO,NA,NA,27.649,-52.70099
1168,Gonyaulacaceae,Gonyaulacoideae,Impagidinium,paradoxum,NA,38X-4,"Brinkhuis et al., 2003a",0.5 in mag_C6AAr.1r,FO,NA,NA,21.322499999999998,-49.474475
1168,Gonyaulacaceae,Gonyaulacoideae,Impagidinium,japonicum,NA,3H-3,"Brinkhuis et al., 2003a",0.67 in mag_C2An.1n,FO,NA,NA,2.73921,-42.2052524
1168,Gonyaulacaceae,Gonyaulacoideae,Impagidinium,pallidum,NA,65X-4,"Brinkhuis et al., 2003a",0.85 in mag_C11r,FO,NA,NA,30.06315,-53.92074928571429
1168,Gonyaulacaceae,Gonyaulacoideae,Impagidinium,aculeatum,NA,74X-2,"Brinkhuis et al., 2003a",0.07 in mag_C11r,FO,NA,NA,30.547530000000002,-54.079902714285716
1168,Gonyaulacaceae,Gonyaulacoideae,Impagidinium,victorianum,NA,74X-2,"Brinkhuis et al., 2003a",0.07 in mag_C11r,LO,NA,NA,30.547530000000002,-54.079902714285716
1168,Gonyaulacaceae,Gonyaulacoideae,Impagidinium,velorum,NA,80X-5,"Brinkhuis et al., 2003a",0.75 in mag_C15n,FO,NA,NA,35.1605,-55.59559285714286
1168,Gonyaulacaceae,Gonyaulacoideae,Impagidinium,maculatum,NA,93X-6,"Brinkhuis et al., 2003a",0.25 in mag_C16r,LO,NA,NA,36.5175,-56.04146428571429
1168,Gonyaulacaceae,Gonyaulacoideae,Impagidinium,strialatum,NA,9H-CC,"Brinkhuis et al., 2003a",0.5 in mag_C3r,FO,NA,NA,5.629,-43.47676
1168,Gonyaulacaceae,other,Invertocysta,lacrymosa,NA,50% C2r,"Brinkhuis et al., 2003a",0.5 in mag_C2r,LO,NA,NA,2.2600000000000002,-41.9944
1168,Gonyaulacaceae,other,Invertocysta,tabulata,NA,50% C2r,"Brinkhuis et al., 2003a",0.5 in mag_C2r,LO,NA,NA,2.2600000000000002,-41.9944
1168,Order Gonyaulacales Family uncertain,uncertain,Labyrinthodinium,truncatum,NA,19X-CC,"Brinkhuis et al., 2003a",0.5 in mag_C5n.2n,FO,NA,NA,10.52,-45.5768
1168,Cladopyxiaceae,all,Licracysta,semicirculata,NA,50% C10r,"Brinkhuis et al., 2003a",0.5 in mag_C10r,FO,NA,NA,28.7305,-53.252555
1168,Cladopyxiaceae,all,Licracysta,semicirculata,NA,50% C9r,"Brinkhuis et al., 2003a",0.5 in mag_C9r,LO,NA,NA,27.649,-52.70099
1168,Gonyaulacaceae,other,Melitasphaeridium,choanophorum,NA,34X-5,"Brinkhuis et al., 2003a",0 in mag_C5En,FO,NA,NA,18.497,-48.288979999999995
1168,Gonyaulacaceae,other,Melitasphaeridium,choanophorum,NA,8H-4,"Brinkhuis et al., 2003a",0.5 in mag_C3n.3r,LO,NA,NA,4.9465,-43.17646
1168,Order Gonyaulacales Family uncertain,uncertain,Membranilarnacia,picena,NA,40X-CC,"Brinkhuis et al., 2003a",0.45 in mag_C6Bn.2n,LO,NA,NA,22.207,-49.92557
1168,Gonyaulacaceae,Gonyaulacoideae,Nematosphaeropsis,labyrinthus,NA,93X-CC,"Brinkhuis et al., 2003a",0.22 in mag_C16r,FO,NA,NA,36.52416,-56.043652571428574
1168,Peridiniaceae,other,Octodinium,askiniae,NA,86X-5,"Brinkhuis et al., 2003a",0.5 in mag_C16n.1r,LO,NA,NA,35.746,-55.78797142857143
1168,Gonyaulacaceae,Cribroperidinioideae,Operculodinium,echigoense,NA,31X-3,"Brinkhuis et al., 2003a",1 in mag_C5Dn,FO,NA,NA,17.154,-47.832359999999994
1168,Gonyaulacaceae,Cribroperidinioideae,Filisphaera,microornata,NA,39X-5,"Brinkhuis et al., 2003a",0.2 in mag_C6Bn.1n,LO,NA,NA,21.9492,-49.794092
1168,Gonyaulacaceae,Cribroperidinioideae,Operculodinium,janduchenei,NA,3H-3,"Brinkhuis et al., 2003a",0.67 in mag_C2An.1n,LO,NA,NA,2.73921,-42.2052524
1168,Gonyaulacaceae,Cribroperidinioideae,Filisphaera,microornata,NA,68X-CC,"Brinkhuis et al., 2003a",0.59 in mag_C11r,FO,NA,NA,30.22461,-53.97380042857143
1168,Gonyaulacaceae,Cribroperidinioideae,Operculodinium,echigoense,NA,8H-4,"Brinkhuis et al., 2003a",0.5 in mag_C3n.3r,LO,NA,NA,4.9465,-43.17646
1168,Gonyaulacaceae,Gonyaulacoideae,Pentadinium,laticinctum,NA,33X-3,"Brinkhuis et al., 2003a",1 in mag_C5En,LO,NA,NA,18.007,-48.12238
1168,Peridiniaceae,other,Pentapharsodinium,dalei,NA,6H-CC,"Brinkhuis et al., 2003a",0.5 in mag_C3n.1r,FO,NA,NA,4.3965,-42.93446
1168,Peridiniaceae,Palaeoperidinioideae,Phthanoperidinium,comatum,NA,75x-CC,"Brinkhuis et al., 2003a",0.5 in mag_C12n,LO,NA,NA,30.784,-54.1576
1168,Peridiniaceae,Palaeoperidinioideae,Phthanoperidinium,filigranum,NA,78X-CC,"Brinkhuis et al., 2003a",0.95 in mag_C13r,LO,NA,NA,33.7948,-55.14686285714286
1168,Order Gonyaulacales Family uncertain,uncertain,Reticulatosphaera,actinocoronata,NA,50% C15r,"Brinkhuis et al., 2003a",0.5 in mag_C15r,FO,NA,NA,35.458,-55.69334285714286
1168,Order Gonyaulacales Family uncertain,uncertain,Reticulatosphaera,actinocoronata,NA,9H-CC,"Brinkhuis et al., 2003a",0.5 in mag_C3r,LO,NA,NA,5.629,-43.47676
1168,Gonyaulacaceae,Cribroperidinioideae,Samlandia,chlamydophora,NA,75X-CC,"Brinkhuis et al., 2003a",0.5 in mag_C12n,LO,NA,NA,30.784,-54.1576
1168,Gonyaulacaceae,Cribroperidinioideae,Samlandia,chlamydophora,NA,89X-CC,"Brinkhuis et al., 2003a",0 in mag_C16n.2n,FO,NA,NA,36.351,-55.986757142857144
1168,Areoligeraceae,all,Schematophora,speciosa,NA,50% C16n.2n,"Brinkhuis et al., 2003a",0.5 in mag_C16n.2n,FO,NA,NA,36.0625,-55.89196428571429
1168,Protoperidiniaceae,all,Selenopemphix,quanta,NA,77X-2,"Brinkhuis et al., 2003a",0 in mag_C12n,FO,NA,NA,30.977,-54.22101428571428
1168,Protoperidiniaceae,all,Selenopemphix,nephroides,NA,85X-2,"Brinkhuis et al., 2003a",1 in mag_C16n.1n,FO,NA,NA,35.58,-55.733428571428576
1168,Gonyaulacaceae,Gonyaulacoideae,Spiniferites,mirabilis,NA,50% C15r,"Brinkhuis et al., 2003a",0.5 in mag_C15r,FO,NA,NA,35.458,-55.69334285714286
1168,Gonyaulacaceae,Gonyaulacoideae,Spiniferites,pseudofurcatus,NA,87X-5,"Brinkhuis et al., 2003a",1 in mag_C16n.2n,FO,NA,NA,35.774,-55.79717142857143
1168,Protoperidiniaceae,all,Stelladinium,stellatum,NA,2H-CC,"Brinkhuis et al., 2003a",0 in mag_C2r.1n,FO,NA,NA,2.14,-41.9416
1168,Gonyaulacaceae,Cribroperidinioideae,Stoveracysta,kakanuiensis,NA,50% C12r,"Brinkhuis et al., 2003a",0.5 in mag_C12r,LO,NA,NA,32.0955,-54.588521428571426
1168,Gonyaulacaceae,Cribroperidinioideae,Stoveracysta,ornata,NA,50% C12r,"Brinkhuis et al., 2003a",0.5 in mag_C12r,LO,NA,NA,32.0955,-54.588521428571426
1168,Gonyaulacaceae,Cribroperidinioideae,Stoveracysta,kakanuiensis,NA,50% C13r,"Brinkhuis et al., 2003a",0.5 in mag_C13r,FO,NA,NA,34.414,-55.35031428571429
1168,Peridiniaceae,Deflandreoideae,Svalbardella,cooksoniae,NA,0% C9n,"Brinkhuis et al., 2003a",0 in mag_C9n,FO,NA,NA,27.439,-52.59389
1168,Gonyaulacaceae,Cribroperidinioideae,Thalassiphora,pelagica,NA,49X-CC,"Brinkhuis et al., 2003a",0 in mag_C6Cn.3n,LO,NA,NA,23.318,-50.49218
1168,Protoperidiniaceae,all,Trinovantedinium,applanatum,NA,1H-CC,"Brinkhuis et al., 2003a",0.1 in mag_C1r,FO,NA,NA,1.6703000000000001,-41.734932
1168,Goniodomaceae,all,Tuberculodinium,vancampoae,NA,56X-CC,"Brinkhuis et al., 2003a",0.45 in mag_C8r,FO,NA,NA,26.22515,-51.9748265
1168,Peridiniaceae,Wetzelielloideae,Wetzeliella,gochtii,NA,50% C10r,"Brinkhuis et al., 2003a",0.5 in mag_C10r,FO,NA,NA,28.7305,-53.252555
1168,Peridiniaceae,Wetzelielloideae,Wetzeliella,gochtii,NA,50% C9r,"Brinkhuis et al., 2003a",0.5 in mag_C9r,LO,NA,NA,27.649,-52.70099
1168,Gonyaulacaceae,other,Aireiana,verrucosa,NA,50% in C16n.1n,"Sluijs et al., 2003",0.5 in mag_C16n.1n,LO,NA,NA,35.649,-55.756100000000004
1168,Gonyaulacaceae,other,Hemiplacophora,semilunifera,NA,50% in C16n.2n,"Sluijs et al., 2003",0.5 in mag_C16n.2n,LO,NA,NA,36.0625,-55.89196428571429
1168,Areoligeraceae,all,Schematophora,speciosa,NA,50% in C16n.1n,"Sluijs et al., 2003",0.5 in mag_C16n.1n,LO,NA,NA,35.649,-55.756100000000004
1168,Gonyaulacaceae,Cribroperidinioideae,Operculodinium,janduchenei,NA,72% between O C6C3n and O C6Bn.2n,"Brinkhuis et al., 2003a",0.72 between 0 mag_C6Cn.3n 0 mag_C6Bn.2n,FO,NA,NA,22.61528,-50.133792799999995
1168,Gonyaulacaceae,Gonyaulacoideae,Impagidinium,dispertitum,NA,62% between O C6C3n and O C6Bn.2n,"Brinkhuis et al., 2003a",0.62 between 0 mag_C6Cn.3n 0 mag_C6Bn.2n,LO,NA,NA,22.71288,-50.183568799999996
1168,Gonyaulacaceae,Cribroperidinioideae,Cordosphaeridium,cantharellum,NA,53% between O C6C3n and O C6Bn.2n,"Brinkhuis et al., 2003a",0.53 between 0 mag_C6Cn.3n 0 mag_C6Bn.2n,LO,NA,NA,22.80072,-50.228367199999994
1168,Gonyaulacaceae,Cribroperidinioideae,Hystrichokolpoma,cinctum,NA,51% between O C6C3n and O C6Bn.2n,"Brinkhuis et al., 2003a",0.51 between 0 mag_C6Cn.3n 0 mag_C6Bn.2n,LO,NA,NA,22.82024,-50.238322399999994
1168,Gonyaulacaceae,Gonyaulacoideae,Impagidinium,patulum,NA,42% between O C6C3n and O C6Bn.2n,"Brinkhuis et al., 2003a",0.42 between 0 mag_C6Cn.3n 0 mag_C6Bn.2n,FO,NA,NA,22.908080000000002,-50.2831208
1168,Gonyaulacaceae,Gonyaulacoideae,Impagidinium,sphaericum,NA,42% between O C6C3n and O C6Bn.2n,"Brinkhuis et al., 2003a",0.42 between 0 mag_C6Cn.3n 0 mag_C6Bn.2n,FO,NA,NA,22.908080000000002,-50.2831208
1168,Gonyaulacaceae,Cribroperidinioideae,Operculodinium,piaseckii,NA,30% between O C6C3n and O C6Bn.2n,"Brinkhuis et al., 2003a",0.3 between 0 mag_C6Cn.3n 0 mag_C6Bn.2n,LO,NA,NA,23.0252,-50.342852
1168,Order Gonyaulacales Family uncertain,uncertain,Membranilarnacia,picena,NA,13% between O C6C3n and O C6Bn.2n,"Brinkhuis et al., 2003a",0.13 between 0 mag_C6Cn.3n 0 mag_C6Bn.2n,FO,NA,NA,23.19112,-50.4274712
Priabona,Gonyaulacaceae,Gonyaulacoideae,Achomosphaera,alcicornu,NA,0% C13n,"Brinkhuis, 1994",0 in mag_C13n,FO,NA,NA,33.726,37.78766666666667
Priabona,Areoligeraceae,all,Areoligera,undulata,NA,100% CP16a,"Brinkhuis, 1994",1 in nan_c_CP16a,FO,NA,NA,33.47,37.745
Priabona,Areoligeraceae,all,Areoligera,sentosa,NA,95% CP16a,"Brinkhuis, 1994",0.95 in nan_c_CP16a,FO,NA,NA,33.518499999999996,37.753083333333336
Priabona,Areoligeraceae,all,Areoligera,sentosa,NA,80% P18,"Brinkhuis, 1994",0.8 in plfor_A_P18,LO,NA,NA,32.4904,37.58173333333333
Priabona,Areoligeraceae,all,Areoligera,undulata,NA,80% P18,"Brinkhuis, 1994",0.8 in plfor_A_P18,LO,NA,NA,32.4904,37.58173333333333
Priabona,Gonyaulacaceae,Leptodinioideae,Areosphaeridium,diktyoplokum,NA,33% C13n,"Brinkhuis, 1994",0.33 in mag_C13n,LO,NA,NA,33.55704,37.75950666666667
Priabona,Order Gonyaulacales Family uncertain,uncertain,Caligodinium,amiculum,NA,75% CP16a,"Brinkhuis, 1994",0.75 in nan_c_CP16a,FO,NA,NA,33.7125,37.78541666666666
Priabona,Peridiniaceae,Wetzelielloideae,Charlesdowniea,fasciata,NA,80% CP16a,"Brinkhuis, 1994",0.8 in nan_c_CP16a,FO,NA,NA,33.664,37.77733333333333
Priabona,Gonyaulacaceae,Cribroperidinioideae,Cordosphaeridium,funiculatum,NA,80% NP18,"Brinkhuis, 1994",0.8 in nan_n_NP18,FO,NA,NA,36.859680000000004,38.30994666666667
Priabona,Gonyaulacaceae,Gonyaulacoideae,Corrudinium,incompositum,NA,80% NP18,"Brinkhuis, 1994",0.8 in nan_n_NP18,FO,NA,NA,36.859680000000004,38.30994666666667
Priabona,Order Gonyaulacales Family uncertain,uncertain,Distatodinium,paradoxum,NA,100% CP15b,"Brinkhuis, 1994",1 in nan_c_CP15,FO,NA,NA,34.44,37.906666666666666
Priabona,Goniodomaceae,all,Eocladopyxis,tessellata,NA,80% CP16b,"Brinkhuis, 1994",0.8 in nan_c_CP16b,LO,NA,NA,33.03,37.67166666666667
Priabona,Gonyaulacaceae,other,Fibrocysta,axialis,NA,75% P16,"Brinkhuis, 1994",0.25 in plfor_A_P16/P17,FO,NA,NA,35.2025,38.03375
Priabona,Areoligeraceae,all,Glaphyrocysta,texta,NA,50% CP15b,"Brinkhuis, 1994",0.75 in nan_c_CP15,FO,NA,NA,35.2725,38.04541666666667
Priabona,Areoligeraceae,all,Glaphyrocysta,exuberans,NA,60% CP16b,"Brinkhuis, 1994",0.6 in nan_c_CP16b,LO,NA,NA,33.14,37.69
Priabona,Areoligeraceae,all,Glaphyrocysta,priabonensis,NA,100% P17,"Brinkhuis, 1994",1 in plfor_A_P16/P17,LO,NA,NA,34.07,37.845
Priabona,Areoligeraceae,all,Glaphyrocysta,semitecta,NA,5% P18,"Brinkhuis, 1994",0.05 in plfor_A_P18,FO,NA,NA,33.971275,37.82854583333334
Priabona,Gonyaulacaceae,other,Hemiplacophora,semilunifera,NA,80% CP16a,"Brinkhuis, 1994",0.8 in nan_c_CP16a,LO,NA,NA,33.664,37.77733333333333
Priabona,Goniodomaceae,all,Heteraulacacysta,campanula,NA,80% NP18,"Brinkhuis, 1994",0.8 in nan_n_NP18,FO,NA,NA,36.859680000000004,38.30994666666667
Priabona,Goniodomaceae,all,Heteraulacacysta,leptalea,NA,50% P16,"Brinkhuis, 1994",0.25 in plfor_A_P16/P17,FO,NA,NA,35.2025,38.03375
Priabona,Goniodomaceae,all,Homotryblium,abbreviatum,NA,100% CP16a,"Brinkhuis, 1994",1 in nan_c_CP16a,FO,NA,NA,33.47,37.745
Priabona,Goniodomaceae,all,Homotryblium,caliculum,NA,100% CP16a,"Brinkhuis, 1994",1 in nan_c_CP16a,FO,NA,NA,33.47,37.745
Priabona,Goniodomaceae,all,Homotryblium,vallum,NA,100% P18,"Brinkhuis, 1994",1 in plfor_A_P18,LO,NA,NA,32.0955,37.51591666666667
Priabona,Goniodomaceae,all,Homotryblium,floripes,NA,80% P17,"Brinkhuis, 1994",0.9 in plfor_A_P16/P17,LO,NA,NA,34.221000000000004,37.87016666666667
Priabona,Areoligeraceae,all,Membranophoridium,aspinatum,NA,100% P18,"Brinkhuis, 1994",1 in plfor_A_P18,LO,NA,NA,32.0955,37.51591666666667
Priabona,Gonyaulacaceae,Cribroperidinioideae,Operculodinium,placitum,NA,60% P18,"Brinkhuis, 1994",0.6 in plfor_A_P18,FO,NA,NA,32.8853,37.64755
Priabona,Peridiniaceae,Palaeoperidinioideae,Phthanoperidinium,delicatum,NA,75% P17,"Brinkhuis, 1994",0.87 in plfor_A_P16/P17,FO,NA,NA,34.2663,37.877716666666664
Priabona,Peridiniaceae,Palaeoperidinioideae,Phthanoperidinium,delicatum,NA,75% CP16a,"Brinkhuis, 1994",0.75 in nan_c_CP16a,LO,NA,NA,33.7125,37.78541666666666
Priabona,Peridiniaceae,Wetzelielloideae,Rhombodinium,porosum,NA,33% P17,"Brinkhuis, 1994",0.65 in plfor_A_P16/P17,LO,NA,NA,34.5985,37.933083333333336
Priabona,Areoligeraceae,all,Schematophora,speciosa,NA,10% CP16a,"Brinkhuis, 1994",0.1 in nan_c_CP16a,LO,NA,NA,34.342999999999996,37.8905
Priabona,Areoligeraceae,all,Schematophora,speciosa,NA,80% NP18,"Brinkhuis, 1994",0.8 in nan_n_NP18,FO,NA,NA,36.859680000000004,38.30994666666667
Priabona,Gonyaulacaceae,Cribroperidinioideae,Stoveracysta,ornata,NA,80% P16,"Brinkhuis, 1994",0.4 in plfor_A_P16/P17,FO,NA,NA,34.976,37.996
Priabona,Order Gonyaulacales Family uncertain,uncertain,Ynezidinium,brevisulcatum,NA,75% CP16a,"Brinkhuis, 1994",0.75 in nan_c_CP16a,FO,NA,NA,33.7125,37.78541666666666
552,Gonyaulacaceae,Cribroperidinioideae,Achilleodinium,biformoides,NA,25% NP12,"Brown and Downie, 1984",0.25 in nan_n_NP12,FO,NA,NA,52.3589725,44.932600785714286
552,Gonyaulacaceae,Gonyaulacoideae,Achomosphaera,ramulifera,NA,0% in NP12,"Brown and Downie, 1984",0 in nan_n_NP12,FO,NA,NA,52.93,44.91628571428571
552,Gonyaulacaceae,Gonyaulacoideae,Achomosphaera,ramulifera,NA,75% NP13,"Brown and Downie, 1984",0.75 in nan_n_NP13,LO,NA,NA,49.2612775,45.1477445
552,Areoligeraceae,all,Areoligera,senonensis,NA,25% NP12,"Brown and Downie, 1984",0.25 in nan_n_NP12,LO,NA,NA,52.3589725,44.932600785714286
552,Order Gonyaulacales Family uncertain,uncertain,Cerebrocysta,bartonensis,NA,0% NP12,"Brown and Downie, 1984",0 in nan_n_NP12,FO,NA,NA,52.93,44.91628571428571
552,Peridiniaceae,Wetzelielloideae,Charlesdowniea,reticulata,NA,50% NP12,"Brown and Downie, 1984",0.5 in nan_n_NP12,FO,NA,NA,51.787945,44.94891585714286
552,Peridiniaceae,Wetzelielloideae,Charlesdowniea,reticulata,NA,75% NP12,"Brown and Downie, 1984",0.75 in nan_n_NP12,LO,NA,NA,51.2169175,44.96523092857143
552,Order Gonyaulacales Family uncertain,uncertain,Cleistosphaeridium,placacanthum,NA,75% NP13,"Brown and Downie, 1984",0.75 in nan_n_NP13,LO,NA,NA,49.2612775,45.1477445
552,Gonyaulacaceae,Cribroperidinioideae,Cribroperidinium,giuseppei,NA,75% NP12,"Brown and Downie, 1984",0.75 in nan_n_NP12,FO,NA,NA,51.2169175,44.96523092857143
552,Order Gonyaulacales Family uncertain,uncertain,Dapsilidinium,simplex,NA,75% NP12,"Brown and Downie, 1984",0.75 in nan_n_NP12,LO,NA,NA,51.2169175,44.96523092857143
552,Peridiniaceae,Deflandreoideae,Deflandrea,denticulata,NA,25% NP12,"Brown and Downie, 1984",0.25 in nan_n_NP12,FO,NA,NA,52.3589725,44.932600785714286
552,Peridiniaceae,Deflandreoideae,Deflandrea,denticulata,NA,50% NP12,"Brown and Downie, 1984",0.5 in nan_n_NP12,LO,NA,NA,51.787945,44.94891585714286
552,Peridiniaceae,Deflandreoideae,Deflandrea,phosphoritica,NA,0% NP13,"Brown and Downie, 1984",0 in nan_n_NP13,LO,NA,NA,50.64589,44.981546
552,Goniodomaceae,all,Dinopterygium,cladoides,NA,40% NP13,"Brown and Downie, 1984",0.4 in nan_n_NP13,FO,NA,NA,49.90743,45.018514
552,Gonyaulacaceae,Cribroperidinioideae,Diphyes,colligerum,NA,75% NP13,"Brown and Downie, 1984",0.75 in nan_n_NP13,LO,NA,NA,49.2612775,45.1477445
552,Peridiniaceae,Wetzelielloideae,Dracodinium,condylos,NA,75% NP12,"Brown and Downie, 1984",0.75 in nan_n_NP12,LO,NA,NA,51.2169175,44.96523092857143
552,Peridiniaceae,Wetzelielloideae,Dracodinium,solidum,NA,25% NP12,"Brown and Downie, 1984",0.25 in nan_n_NP12,FO,NA,NA,52.3589725,44.932600785714286
552,Peridiniaceae,Wetzelielloideae,Dracodinium,solidum,NA,59% NP12,"Brown and Downie, 1984",0.59 in nan_n_NP12,LO,NA,NA,51.5823751,44.95478928285714
552,Peridiniaceae,Wetzelielloideae,Dracodinium,varielongitudum,NA,75% NP12,"Brown and Downie, 1984",0.75 in nan_n_NP12,LO,NA,NA,51.2169175,44.96523092857143
552,Peridiniaceae,Wetzelielloideae,Dracodinium,simile,NA,75% NP12,"Brown and Downie, 1984",0.75 in nan_n_NP12,LO,NA,NA,51.2169175,44.96523092857143
552,Gonyaulacaceae,other,Fibrocysta,vectensis,NA,0% NP12,"Brown and Downie, 1984",0 in nan_n_NP12,FO,NA,NA,52.93,44.91628571428571
552,Gonyaulacaceae,other,Fibrocysta,vectensis,NA,25% NP12,"Brown and Downie, 1984",0.25 in nan_n_NP12,LO,NA,NA,52.3589725,44.932600785714286
552,Gonyaulacaceae,other,Flandrecysta,furcata,NA,0% NP12,"Brown and Downie, 1984",0 in nan_n_NP12,FO,NA,NA,52.93,44.91628571428571
552,Goniodomaceae,all,Homotryblium,oceanicum,NA,75% NP13,"Brown and Downie, 1984",0.75 in nan_n_NP13,FO,NA,NA,49.2612775,45.1477445
552,Gonyaulacaceae,Cribroperidinioideae,Hystrichokolpoma,cinctum,NA,75% NP12,"Brown and Downie, 1984",0.75 in nan_n_NP12,LO,NA,NA,51.2169175,44.96523092857143
552,Peridiniaceae,Deflandreoideae,Lentinia,serrata,NA,5% in NP13,"Brown and Downie, 1984",0.5 in nan_n_NP13,LO,NA,NA,49.722815,45.055437000000005
552,Gonyaulacaceae,other,Melitasphaeridium,pseudorecurvatum,NA,75% NP13,"Brown and Downie, 1984",0.75 in nan_n_NP13,LO,NA,NA,49.2612775,45.1477445
